"","Family Size","Males","Females","Natives","Not Natives","Male Occupation","Female Occupation","Born.slaves","Can.read","Can.write"
"1998",7,4,3,6,1,"1 seaman 1 waiter","washer",0,6,6
"1999",3,2,1,3,0,"1 seaman 1 waiter","days work",0,1,1
"2001",4,3,1,0,0,"clothes dealer","dom. duties",0,2,2
"2002",4,1,3,1,2,"clothes dealer","dom. duties",0,3,3
"2003",8,3,5,6,2,"cabinet maker","1 bar in theatre 1 domestic duties",0,8,6
"2004",6,3,3,2,3,"Poeter $20.00m","1 washer 1 no able",2,1,0
"2005",2,1,1,0,2,"porter $20.00m","dressmaker",1,1,0
"2006",2,1,1,0,2,"puts in coal","days work",1,2,0
"2008",10,5,5,4,6,"1 w.washer 1 barber","1 washer 1 shirtm. 1 dressm.",0,7,6
"2009",4,2,2,2,2,"shoemaker","1 school teacher 1 washer",0,4,4
"2011",4,2,2,3,1,"waiter $12m","washer",0,3,1
"2012",3,2,1,0,3,"1 stevedore 1 coachman $12.00m","washer",2,3,0
"2013",5,1,4,1,4,"brick moulder","1 washer",1,5,4
"2014",3,1,2,2,1,"stevedore","2 washers",0,1,1
"2015",5,2,3,0,5,"hod carrier","1 days work 1 not able",0,4,0
"2016",9,4,5,5,4,"cabinet maker","1 washer 1 cook",1,4,3
"2018",7,6,1,4,3,"sweep master","shop keeper",1,4,3
"2020",5,1,4,2,3,"white washer","1 dom. duties 1 dress maker",0,4,4
"2023",4,2,2,0,4,"1 public waiter 1 oyster house","2 washers",2,3,3
"2024",5,3,2,3,2,"waiter","washer",1,2,1
"2026",5,3,2,5,0,"waiter","washer",0,4,3
"2027",3,2,1,2,1,"barber","dom. duties",0,3,3
"2029",7,4,3,6,1,"1 seaman 1 waiter","washer",0,6,6
"2030",3,2,1,3,0,"1 seaman 1 waiter","days work",0,1,1
"2031",7,4,3,6,1,"1 public waiter 1 tailor","2 dom. duties",1,5,4
"2033",2,1,1,1,1,"waiter","not able",1,1,0
"2035",7,3,4,4,3,"waiter $12m","days work",0,1,0
"2036",6,3,3,6,0,"2 laborers","washer",0,2,1
"2037",5,2,3,5,0,"1 waiter $14m 1 waiter $10m","1 washer 1 dress maker",0,5,5
"2038",1,1,0,1,1,"barber $25m","cook",1,2,2
"2039",12,4,8,11,0,"2 waiter 1 coachman","2 washers 1 dom. duties",0,9,9
"2040",3,1,2,2,1,"w. washer & waiter","2 washers",0,3,3
"2041",6,4,2,5,1,"clothes dealer","washer",1,5,5
"2043",4,1,3,2,2,"waiter $10m","days work",0,0,0
"2045",2,1,1,0,2,"hat presser","washer",0,0,0
"2046",6,3,3,5,1,"public waiter","dom. duties",1,4,2
"2048",3,1,2,2,1,"coachman $15m","washer",1,2,1
"2049",2,1,1,1,1,"seaman","pastry cook",0,1,1
"2050",6,4,2,3,3,"seaman","1 dom. duties",0,4,3
"2052",9,3,6,5,4,"1 wood piler 1carter his own","1 nurse 1 days w. 1 dress maker",0,1,1
"2053",5,2,3,5,0,"boot maker","dom. duties",0,2,2
"2055",3,2,1,3,0,"barber","tailoress",0,2,1
"2058",4,3,1,2,2,"porter & w. washer","washer",1,4,2
"2059",5,4,1,4,1,"w. washer","dress maker",0,2,2
"2062",3,1,2,1,2,"porter","washer",1,1,1
"2064",8,3,5,7,1,"not able","washer",0,5,5
"2065",3,1,2,0,3,"w. washer","days work",2,2,1
"2066",4,1,3,0,4,"porter $23m","1 washer & w. washer 1 dressm.",0,4,3
"2067",3,1,2,2,1,"porter","dom. duties",0,2,1
"2069",4,1,3,0,4,"cake seller","2 days work",1,1,0
"2070",8,2,6,5,3,"coachman","2 days work",0,4,2
"2073",8,2,6,7,1,"musician","2 dom. duties",0,7,5
"2074",6,3,3,5,1,"1 confectioner 1 musician","assists husband",0,6,6
"2075",4,1,3,3,1,"waiter $10m","washer",0,3,2
"2076",6,3,3,6,0,"coachman $16m","washer",0,6,3
"2078",8,3,5,8,0,"boot & shoemaker","washer",0,4,2
"2079",5,4,1,2,3,"1 waiter 1 boot cleaner","washer",0,4,3
"2080",4,3,1,0,2,"1 clothes dealer 1 porter","washer",1,4,2
"2081",2,1,1,0,2,"waiter","washer",0,1,1
"2086",2,1,1,2,0,"various","dom. work",0,2,0
"2089",13,9,4,10,3,"3 barbers","2 tailoresses shirt & dress makers",0,10,8
"2090",4,1,3,4,0,"barber ab. $1200:-u","dom. duties",0,2,2
"2091",6,2,4,3,3,"portr $5.00w","1 dom. duties 1 dress maker",0,3,1
"2093",4,2,2,4,0,"plasterer","1 washer 1 not able",0,1,0
"2094",3,1,2,2,1,"coachman $10m","washer",0,0,0
"2095",4,1,3,3,1,"coachman $20m","days work",0,1,0
"2096",10,3,7,9,1,"barber","dom. duties",1,3,3
"2097",9,6,3,8,1,"2 porters","2 washers",0,5,2
"2099",3,1,2,1,2,"wood sawyer","washer",0,1,0
"2104",2,1,1,1,1,"not able","days work",0,1,0
"2107",6,3,3,4,2,"1 carter his own 1 drives cart","washer",0,5,3
"2108",4,3,1,0,4,"1 laborer 1 verious","washer",2,0,0
"2109",3,1,2,1,2,"porter","washer",0,0,0
"2112",8,5,3,6,2,"carpenter","1 washer 1 tailoress",0,4,3
"2113",3,1,2,1,2,"wasiter $14m","washer",0,3,1
"2116",3,1,2,1,2,"coachman $16m","1 days work 1 sempstress",0,0,0
"2117",7,3,4,6,1,"1 scourer 2 seaman","1 days work 1 tailoess 1 dress maker",0,6,6
"2118",4,3,1,4,0,"waiter","washer",0,2,2
"2120",5,4,1,4,1,"oysterman","washer",0,5,2
"2121",5,1,4,1,4,"porter $4.00w","1 dom. duties 2 washers",4,5,1
"2122",5,2,3,3,2,"waiter","1 not able",0,3,2
"2124",4,2,2,1,0,"waiter $14m","washer",1,2,2
"2125",3,1,2,0,3,"drives cart $6w","days work",0,2,2
"2132",7,4,3,7,0,"1 porter 1 waiter","1 dress maker 1 not able",0,7,7
"2133",3,21,1,1,2,"waiter $10m","domestic duties",1,1,1
"2134",3,1,2,1,2,"waiter","washer",2,0,0
"2135",4,3,1,0,4,"1 waiter 1 laborer 1 not able","washer",2,1,0
"2136",5,2,3,2,3,"traveler","washer",0,3,2
"2138",2,1,1,0,2,"w. washer & hominey man","days work",2,1,0
"2141",6,3,3,4,2,"coachman","washer when able",0,3,1
"2142",5,4,1,3,2,"waiter $14m","dress maker",0,3,1
"2144",6,2,4,3,3,"china packer","washer",0,6,3
"2145",6,2,4,3,3,"various","washer",2,5,5
"2148",3,1,2,2,1,"1 cabinet maker & undertaker","days work",0,1,1
"2152",4,3,1,3,1,"hod carrier","washer",0,1,0
"2153",4,2,2,3,1,"coachman $15m","washer",0,4,3
"2154",11,6,5,8,3,"1 seaman 1 musician","washer",0,9,4
"2155",2,1,1,0,2,"shoemaker","washer",0,1,0
"2157",2,1,1,0,2,"porter","washer",2,1,0
"2160",7,3,4,6,1,"porter","1 washer 1 days work 1 not able",0,6,5
"2161",2,1,1,0,2,"seaman","washer",0,0,0
"2162",6,3,3,6,0,"waiter $9m","washer",0,3,0
"2165",2,1,1,1,1,"boot maker","dress maker",0,2,2
"2166",2,1,1,1,1,"wood sawyer","washer",1,0,0
"2167",4,1,3,0,4,"hod caeeier","2 washers",0,0,0
"2169",7,3,4,7,0,"1 shoe maker 1 barber 1 clothes dealer","1 shirt maker 1 washer",0,7,7
"2171",6,3,3,6,0,"coachman","washer",0,4,3
"2172",3,1,2,2,1,"waiter","washer",0,2,2
"2173",6,4,2,4,2,"sweep master","not able",0,1,0
"2178",2,1,1,1,1,"seaman ","washer",0,1,0
"2181",6,2,4,6,0,"coachman","2 days work",0,2,1
"2184",2,1,1,0,2,"brick layer & plasterer","washer",0,2,2
"2185",2,1,1,1,1,"clothes dealer","washer when able",0,2,2
"2186",7,5,2,6,1,"waiter $14m","washer",0,4,2
"2187",3,2,1,1,2,"various","days work",0,0,0
"2188",4,1,3,0,4,"waiter $5w","1 washer 1 not able",4,1,1
"2190",4,2,2,2,2,"laborer $5w","washer",1,2,0
"2192",2,3,1,2,0,"1 seaman $15m 1 various","washer",0,2,2
"2195",5,2,3,4,1,"porter $5w","washer",0,2,2
"2196",3,2,1,3,0,"1 herb Doctor 1 various","washer",0,1,1
"2198",6,2,4,5,1,"w.washer & muscician","washer",0,2,2
"2201",2,1,1,0,2,"hod carrier","quilter",1,1,0
"2206",7,2,5,4,3,"1 various 1 shoem.","1 washer 1 days work",1,5,5
"2208",3,1,2,1,2,"waiter","2 washers",2,2,2
"2209",8,3,5,7,1,"seaman","1 dress maker 1 days work",0,5,4
"2211",4,3,1,0,4,"laborer","2 assist father",0,2,0
"2212",2,1,1,1,1,"wood sawyer","school teacher",0,1,1
"2214",3,1,2,2,1,"porter $5w","1 domestic duties",0,2,1
"2215",3,2,1,0,0,"1 hod carrier 1 seaman","days work",0,1,1
"2217",3,1,2,1,2,"hod carrier","days work",1,2,0
"2219",4,1,3,3,1,"puts in coal","dom. duties",0,2,0
"2220",3,1,2,2,1,"porter $5.00","dem. duties",0,2,2
"2221",2,1,1,0,2,"drives coal cart $5w","dress maker",1,2,1
"2222",11,4,7,6,5,"2 boot & shoemakers","dom. duties",0,7,6
"2225",4,1,3,2,2,"waiter $10m","dress maker",0,5,2
"2228",4,2,2,3,1,"musician","dom. duties",0,1,1
"2229",4,3,1,2,2,"lab. in ink factory $7w","dom. duties",0,2,1
"2231",5,3,2,2,3,"wood sawyer","2 washers",2,4,1
"2233",2,1,1,0,2,"wasiter $12m","dom. duties",1,2,1
"2234",9,2,7,7,2,"waiter $10m","dom, duties 2 washers",0,4,0
"2236",2,1,1,0,2,"pub. waiter & w. washer","washer",0,2,1
"2237",8,2,6,1,7,"barber","1 washer 1 dress maker",0,8,6
"2238",2,1,1,0,2,"porter","days work",0,2,2
"2239",7,2,5,6,1,"painter & glaizier","2 washers",0,5,3
"2242",4,2,2,3,1,"shop keeper","dom. duties",0,4,4
"2243",5,3,2,5,0,"musician","washer",0,4,3
"2244",7,5,2,5,2,"sexton $.00w","washer",1,1,0
"2246",5,3,2,3,2,"drives cart","dom. duties",1,2,2
"2248",6,3,3,3,3,"1 engineer $7week 1 seaman","washer",1,3,1
"2249",5,3,2,2,3,"1 various 1 shoem.","upholster & dress maker",0,4,4
"2251",4,2,2,3,1,"coachman $12m","washer",0,3,3
"2252",7,4,3,3,4,"2 waiters","2 washers",3,4,2
"2254",3,1,2,1,2,"waiter $12m","washer",0,2,2
"2255",6,4,2,3,3,"coachman $15m","washer",0,2,1
"2256",6,2,4,1,3,"shoemaker","3 washers",1,2,1
"2257",3,1,2,2,1,"coachman $12m","washer",1,1,1
"2258",3,2,1,0,3,"laborer","washer when able",0,1,0
"2261",9,5,4,7,2,"1 lab. 1 cake seller 1 stove dealer","1 washer 1 not able",1,6,1
"2262",3,2,1,2,1,"laborer $4.50w","dom. duties",0,2,1
"2266",6,4,2,4,2,"waiter $16m","washer",0,3,1
"2267",6,4,2,4,2,"refectory","dom. duties",2,4,4
"2268",0,5,4,9,0,"waiter & w.washer","dom. duties",0,6,5
"2270",3,2,1,0,0,"seaman","days work",0,1,1
"2271",3,2,1,3,0,"waiter $24m","dom. duties",0,2,2
"2272",5,1,4,4,1,"coachman $7m","washer",0,3,3
"2273",6,3,3,3,3,"12 waiters $10m each","dress maker",0,2,2
"2275",3,1,2,1,2,"boot maker","washer",0,2,2
"2277",3,2,1,3,0,"1 carter his own1 1 chair bottomer","washer",0,3,1
"2278",3,1,2,0,3,"seaman $20m","dress maker",14,3,2
"2282",3,1,2,1,1,"cake seller","1 dom. duties 1 not able",1,1,1
"2283",2,1,1,0,2,"carpenter","dom. duties",1,1,1
"2284",3,1,2,1,2,"waiter $15m","1 dom. duties",0,2,1
"2285",3,2,1,1,2,"paster of Union Bap. ch. $200y","dom. duties",1,3,1
"2286",3,1,2,0,3,"hominy man","washer",0,3,0
"2288",3,1,2,1,2,"laborer","washer",0,2,2
"2290",2,1,1,0,2,"waiter","dom. duties",0,2,1
"2291",2,1,1,0,2,"steward $18","dress maker",0,2,2
"2292",2,1,1,0,2,"hod carrier","days work",0,1,1
"2293",2,1,1,2,0,"laborer","days work",1,2,1
"2294",3,2,1,1,2,"porter","dom. duties",0,3,3
"2296",3,2,1,1,2,"brick moulder","washer",1,2,2
"2297",6,3,3,2,4,"2 porter","washer",2,1,0
"2298",2,1,1,0,2,"porter","dom. duties",2,2,1
"2299",2,1,1,1,1,"waiter $13m","washer",0,2,0
"2303",7,3,4,6,1,"waiter $12m","washer",0,5,2
"2309",2,1,1,1,1,"boot maker","days work",0,2,1
"2310",7,2,5,5,2,"waiter $14m","washer",0,3,1
"2311",3,1,2,1,2,"travelling preacher","washer",2,1,0
"2314",2,1,1,1,1,"hod carrier","dress & shirt maker",0,2,1
"2315",3,2,1,3,0,"porter $3w ","dress maker & tailoress",0,2,2
"2316",6,2,4,5,1,"drives dray $5w","dom. duties",0,3,1
"2317",5,2,3,0,5,"1 seaman $30m 1 confectioner $3w","1 shirtm. 1 days work 1 not able",0,4,4
"2318",7,4,3,3,2,"porter $5w","dom. duties",0,3,2
"2319",3,2,1,0,3,"1 wood sawyer 1 porter","days work",1,2,2
"2320",2,1,1,0,2,"laborer $4w","washer",0,2,0
"2323",4,2,2,3,1,"porter $5w","washer",1,2,1
"2324",2,1,1,0,0,"seaman","days work",0,2,0
"2330",2,1,1,0,2,"porter & hominey man","washer",0,1,0
"2332",3,1,2,0,0,"waterman","dom. duties",0,1,0
"2333",4,2,2,1,2,"1 laborer 1 waiter","shop keeper",1,1,1
"2334",3,2,1,0,3,"1 wood sawyer 1waiter $12m","days work",0,2,1
"2336",7,3,4,4,3,"cake seller","2 washers",1,4,2
"2337",3,1,2,1,2,"hod carrier","days work",1,1,0
"2338",6,2,4,6,0,"barber","washer",0,6,4
"2340",5,1,4,3,2,"barber","1 washer 1 not able",1,2,2
"2341",7,5,2,6,1,"porter","washer",0,4,3
"2342",4,3,1,3,1,"1 waiter 1 not employt.","washer",0,4,4
"2343",4,2,2,2,2,"laborer","washer",0,1,1
"2346",7,3,4,0,7,"waiter","1 washer 1 dressm. 1 cook",1,5,5
"2347",4,3,1,3,1,"waiter $12m.","washer",0,2,1
"2348",5,2,3,2,3,"laborer $4w","1washer 1 days work",0,1,1
"2349",10,7,3,8,2,"2 barbers 1 oysterman 2 not able","1 dom. duties 1 shirt maker",0,9,8
"2350",4,3,1,0,4,"1 coachman $16m 2 porters","washer",1,4,3
"2351",4,2,2,2,2,"w. washer & waiter","washer",0,0,0
"2352",3,2,1,1,2,"1 laborer 1 waiter","washer",1,1,1
"2353",5,2,3,2,3,"1 waiter $14m 1 coachman $20m","washer",0,2,2
"2355",2,1,1,1,2,"chaise driver","dom. duties",0,2,1
"2357",6,4,2,4,2,"3 barbers","dom. duties",0,4,3
"2358",3,1,2,3,0,"waiter","2 days work",0,3,3
"2359",3,1,2,1,2,"coachman $14m","washer",1,1,1
"2361",2,1,1,0,2,"laborer","days work",2,1,0
"2362",5,3,2,3,2,"seaman","washet",0,2,0
"2363",2,1,1,0,2,"seaman","washer",0,2,1
"2364",9,5,4,4,5,"laborer $4.50w","huxter",1,5,1
"2365",3,2,1,2,1,"waiter $12m","huxter washer",0,1,1
"2366",5,2,3,2,3,"1 lab. $20m 1 not able","washer",2,3,0
"2368",5,1,4,5,0,"brick moulder","1 w. washer 1 dom.duties",0,5,5
"2369",8,4,4,7,1,"baarber","dress maker",0,5,4
"2370",4,2,2,4,0,"Stevedre","washer",0,4,2
"2371",4,2,2,4,0,"waiter","washer",0,2,0
"2373",3,1,2,0,0,"carpenter","washer",2,2,1
"2374",7,1,6,5,2,"porter $5w","washer",1,5,0
"2375",4,2,2,2,2,"laborer $8w","washer",0,3,2
"2376",3,1,2,3,0,"Seaman","2 washers",0,3,2
"2377",2,1,1,1,1,"porter","days work",1,0,0
"2381",2,1,1,0,2,"waiter $14m","washer",0,2,1
"2382",4,3,1,0,4,"1 shoe maker 1 lab.","washer when able",2,1,1
"2384",2,1,1,0,0,"porter","days work",0,2,1
"2385",3,1,2,0,3,"porter","1 washer 1 past work",2,1,0
"2389",3,2,1,0,3,"porter","washer",0,2,2
"2390",2,1,1,1,1,"waiter $10m","dom. duties",0,2,1
"2393",4,1,3,1,3,"porter","washer",1,1,0
"2394",2,1,1,0,2,"waiter $8m","washer",1,2,0
"2395",8,3,3,53,0,"1 waiter 2 porters","washer",0,3,2
"2397",2,1,1,1,1,"seaman","washer",0,2,1
"2398",4,3,1,0,4,"waiter $15m","1 nurse 1 washer & shirt maker",1,4,2
"2400",6,3,3,6,0,"waiter $18m","washer",0,4,2
"2401",2,1,1,1,1,"clerk $4w","dress maker",0,2,2
"2402",5,4,1,5,0,"waiter $12m","washer",0,1,1
"2403",5,3,2,3,2,"2 Waiters","2 washers",0,4,4
"2404",3,2,1,3,0,"bootmaker $6w","dress maker",0,2,1
"2408",4,2,2,0,4,"laborer","washer",0,0,0
"2409",3,2,1,0,3,"laborer","washer",0,1,0
"2410",8,4,4,1,7,"1 porter 1 waiter $10m","washer 1 w. washer",2,5,1
"2411",7,3,4,6,1,"brick moulder","dom.duties",0,5,1
"2412",4,2,2,2,2,"1 brick moulder 1 clothes dealer","1 dom. duties 1 cook",0,3,3
"2413",9,6,3,5,4,"2 lab. 1 waiter","days work",1,7,3
"2414",5,3,2,3,2,"2 musicians & w. washers","1 w. washer 1 dress maker",0,2,2
"2415",2,1,1,2,0,"seaman","dom. duties",0,2,0
"2416",3,2,1,1,2,"various","washer when able",2,1,1
"2417",2,1,1,2,0,"porter","washer when able",0,2,0
"2418",9,4,5,9,0,"1 well digger 1 waiter","2 washers",0,8,7
"2419",5,3,2,4,0,"1 wood sawyer 1 hod carrier","1 dom. duties",1,2,1
"2420",2,1,1,0,2,"hod carrier","days work",0,0,0
"2421",5,3,2,4,1,"laborer","2 days work",1,3,0
"2422",5,4,1,4,1,"1 clothes dealer 1 waiter","washer",0,5,5
"2423",6,3,3,4,2,"clothes dealer","1 tailoress 1 dom.duties",0,3,2
"2424",8,2,6,5,1,"public waiter","washer",0,5,2
"2427",3,2,1,2,1,"clothes dealer","washer",1,2,1
"2428",2,1,1,1,1,"waterman","washer & sempstress",0,2,2
"2429",5,2,3,1,4,"waiter $10m ","washers",2,0,0
"2430",9,4,5,5,4,"wasiter $14m","2 washers",3,1,1
"2431",5,2,3,5,0,"waiter","washer",0,3,1
"2432",4,2,2,4,0,"1 drives cart 1 waiter","days work",0,3,2
"2435",4,2,2,3,1,"coachman $14m","days work",0,3,1
"2436",5,2,3,0,5,"1 lab. 1 drug grinder","2 shirt  & dress makers",0,4,3
"2437",3,1,2,2,1,"porter $4w","1 days work 1 washer & sempstress",0,3,2
"2438",5,2,3,4,1,"porter","washer & sempstress",0,2,2
"2439",4,2,2,3,1,"coachman $14m","washer",0,1,1
"2440",7,1,3,6,1,"porter","washer",0,2,2
"2441",5,2,3,4,1,"waiter","1 dressm. 1 sempstress",0,3,3
"2442",2,1,1,2,0,"waiter","shirt & dress maker",0,2,1
"2443",11,7,4,6,3,"2 barbers","2 dom. duties",0,6,3
"2444",4,2,2,1,3,"barber","1dom. duties",0,2,1
"2445",3,1,2,3,0,"hod carrier","washer",0,2,1
"2446",3,2,1,2,1,"coachman","days work",0,2,0
"2447",7,6,1,6,1,"livery stable","dom. duties",0,3,2
"2448",4,2,2,4,0,"porter","washer",0,3,0
"2449",6,2,4,1,5,"1 drives coal cart 1 lab.","1 cook 1 days work",0,2,0
"2450",2,1,1,1,1,"seaman","dress maker",0,2,0
"2451",2,1,1,1,1,"cabinet maker","washer",1,2,2
"2454",5,2,3,2,3,"steward","dom. duties",0,3,2
"2455",2,1,1,2,0,"barber","washer",0,2,2
"2456",6,3,3,6,0,"distiller $6w","dom. duties",0,3,2
"2457",3,2,1,1,2,"various","days work",1,2,0
"2458",3,2,1,1,2,"poeter","days work",0,1,0
"2459",6,3,3,4,2,"laborer","days work",0,3,0
"2460",7,2,5,2,5,"porter","washer",0,5,3
"2461",2,1,1,0,0,"various","washer",0,2,2
"2462",10,6,4,9,1,"2 livery stable","1 dom. duties 1 teacher",1,5,4
"2464",2,1,1,0,2,"clothes dealer","shirt maker",0,2,2
"2465",8,4,4,7,1,"1 brass founder 1 shoe maker","2 washers",0,5,2
"2466",2,1,1,1,0,"school teacher","days work",0,2,1
"2468",3,1,2,2,1,"porter","washer",1,2,1
"2470",3,1,2,0,3,"hod carrier","1 dom. duties 1 not able",1,2,1
"2471",2,1,1,0,2,"hod carrier","washet",0,1,0
"2472",4,2,2,2,2,"porter","dom. duties",0,2,2
"2473",4,2,2,0,4,"waiter $12 m","1 tailoress 1 dom. duties",0,4,4
"2474",2,1,1,0,2,"coachman","dom. duties",0,1,0
"2475",7,5,2,3,5,"1 shoem. 1 not able","washer",0,2,2
"2476",4,2,2,2,2,"laborer $5w","1 washer 1 past work",0,3,2
"2477",2,1,1,0,2,"hod carrier","washer",0,1,0
"2479",4,2,2,2,2,"laborer","washet",2,2,1
"2480",2,1,0,1,2,"waiter","washer",1,2,1
"2481",2,1,1,0,2,"confectioner","washer",0,1,1
"2483",5,2,3,3,2,"drives cart","2 washers",0,3,2
"2484",4,13,0,2,2,"laborer","washer",0,2,0
"2485",4,1,3,0,4,"porter","washer 1 past work",2,2,2
"2486",7,2,5,1,6,"coachman","washer",0,5,5
"2487",2,1,1,0,2,"not able","washer",2,0,0
"2489",3,2,1,0,3,"various","dom. duties",0,1,1
"2490",3,2,1,1,2,"laboter $4.50w","washer",0,2,0
"2491",5,3,2,5,0,"1 waiter 1 portert","washer",0,5,3
"2493",3,2,1,2,1,"waiter","washer",0,2,2
"2496",3,1,2,1,2,"seaman","dom.duties",0,1,0
"2498",4,3,1,2,2,"porter","washer",1,1,0
"2499",3,1,2,1,2,"porter","dom. duties",0,1,1
"2500",0,1,1,1,0,"white washer","days work",0,1,1
"2501",3,1,2,1,2,"wood sawyer","2 carpet rags",0,2,0
"2502",4,1,3,1,3,"packer","washer",0,2,1
"2504",2,1,1,0,2,"barber","dress maker",0,2,2
"2505",5,1,4,4,1,"porter","days work",0,1,0
"2507",8,4,4,7,1,"laborer","days work",1,1,1
"2508",3,1,2,3,0,"engineer","washer",0,1,1
"2510",5,2,3,4,1,"2 brick moulders","dom. dutises",1,5,4
"2512",10,4,6,8,2,"barber","1 confectioner 1dom. duties",0,4,1
"2513",3,2,1,1,2,"barber","dom . duties",0,2,2
"2514",10,2,8,6,4,"recter of St. Thomas's Ch:","1 confectioner 1 shirt m. 2 dress m>",0,7,7
"2515",13,3,10,10,3,"2 tailors","3 dom. duties 1 dressm. 1 not able",0,12,11
"2517",5,3,2,5,0,"Brick Yard $6.00 w","Washing",0,1,0
"2519",6,4,2,6,0,"Carpenter $3 Wee","keeps shop $2 Wee",0,3,2
"2520",2,1,1,0,0,"Tanner, $6 w","Washing & Ironing",0,1,1
"2523",6,3,3,4,2,"Tanner $3.00 w","House Cleaning",2,1,0
"2524",0,4,2,0,4,"Laborer  $500","Washing",0,3,1
"2525",6,3,3,6,0,"Hod Carrier $6.75 w","unemployed",0,0,1
"2526",2,1,1,2,0,"Waiter $16 mo","Washing & Ironing",0,0,1
"2527",3,1,2,3,0,"Hod Carrier $6.75 ","Wahing & Ironing",0,0,3
"2529",7,3,4,1,6,"Laborer $5.00 Wee","Washing $1.50",1,3,1
"2530",8,2,6,8,0,"Public Porter $350 y","Dress maker",0,0,3
"2531",6,2,4,6,0,"Cochman $12 m0","Washing & Ironing",0,1,1
"2533",3,1,2,1,2,"Laborer $5 w","Washing & Ironing",0,1,0
"2534",8,6,2,8,0,"Hair Dresser $27 mo","Washing",0,2,2
"2537",3,2,1,2,1,"Brick Yard $6.50 w","unemployed",0,0,0
"2542",13,9,4,13,0,"Potter $9.00 w","Washing",0,0,0
"2543",3,2,1,1,2,"Barber $5.00 Wee","Keeps house",0,3,2
"2545",3,2,1,3,0,"Wood Sawyer $4.00w","Washing & Ironing",0,0,0
"2547",4,3,1,3,1,"Laborer in Lumber Yard $6 w","Whitewashing",1,0,1
"2551",2,1,1,0,0,"Carter  $6.00","mantua maker",0,1,0
"2552",2,1,1,2,0,"Jobbing $3 w","Washing",0,0,0
"2553",8,6,2,8,0,"Laborer  $5.00 w","General Work",0,0,6
"2555",2,1,1,2,0,"Jobbing $4 w","House Cleaning",0,0,1
"2556",5,3,2,1,5,"Waiter $100 Mon","Keeps House",5,4,3
"2557",3,1,2,2,1,"Porter $2.00 Wee","Wife sick",0,0,0
"2558",7,4,3,5,2,"Plasterer","Stand in Market",0,0,7
"2559",2,1,1,2,0,"Plasterer  $350 yr","attend shop, provisions",0,0,2
"2560",3,1,2,2,1,"Labourer $4.50 Wee","Washing  $15 cts Wee",2,0,0
"2562",4,2,2,4,0,"Laborer $3.00 w","unemployed",0,0,0
"2563",7,4,3,7,0,"Tanner  $7 w","Sewing $2.50 w",0,0,3
"2564",7,4,3,2,7,"Jobbing $6  w","Washing",1,0,2
"2565",3,1,2,2,1,"Hod Carrier  $6.75 w","House Cleaning $1.25 w",0,1,0
"2566",3,1,2,3,0,"Jobbing  $700 w","Whitewashing",0,1,2
"2567",3,2,1,3,0,"Drayman $6 w","Whitewashing",0,0,1
"2568",4,3,1,4,0,"Sink Cleaner$4.00 w","Unemployed",0,0,1
"2571",4,2,2,4,0,"Work Stove Store $5 Wee","Washing  $1 Wee",0,2,2
"2573",2,1,1,2,0,"Chimmney Sweeper","Cook $1.50 w",0,1,0
"2574",6,2,4,6,0,"Carter  $6 w","Washing",0,0,5
"2577",4,2,2,4,0,"Laborer $5.00 w","assorter of rags $1.25 w",0,0,1
"2578",6,3,3,6,0,"Drayman  $50 mo","White washing",0,0,6
"2579",5,3,2,5,0,"Jobbing  $6.00","General Work",0,1,2
"2580",5,2,3,5,0,"Public Porter  $3.00 w","Washing",0,1,1
"2582",7,2,5,7,0,"Sweep Master $5 w","Wasing & Ironing",0,0,2
"2586",4,2,2,4,0,"Public Porter $7.00w","Dressmaker $4.00w",0,1,2
"2588",3,2,1,0,3,"Oysterman $6.00w","Washing regularly $4.00 w",0,1,1
"2589",2,1,1,0,2,"Hod Carrier $6.75 w","Whitewashing",0,2,0
"2592",11,6,5,11,0,"2 Sons Carters $6.00 Wee Each","Washing $2.00 Wee",0,5,3
"2595",10,6,4,9,1,"Carter $5 Wee","Wash  $1.50 Wee",1,2,1
"2596",5,3,2,5,0,"Carter  $5.00w","Washing and Ironing",0,1,0
"2597",5,2,3,5,0,"In type foundery $7.00 w","White washing",0,0,3
"2598",2,1,1,2,0,"Dealer in Oysters  $4.00 wee","Washing  .50 wee",0,2,1
"2601",2,1,1,2,0,"Coffee Roaster $5.00w","House Cleaning",0,0,0
"2602",5,2,3,5,0,"Seaman","Washing & white washing",0,2,0
"2603",2,1,1,1,1,"Wants Situation","Wie Wants Wor",0,2,1
"2604",2,1,1,2,0,"Hair dresser  $8.00 w","Shirt maker",0,0,2
"2605",2,1,1,1,1,"Groom  $20 mo","Washing",0,1,1
"2607",7,3,4,5,2,"Wood Sawyer $3 w","Washing $1.50 w",0,2,0
"2608",6,4,2,0,6,"Hair Dresser  $6 w","House Cleaning",0,0,0
"2609",7,3,4,7,0,"Laborer $7.50 w","Sells in Market $5.00w",0,1,1
"2610",2,1,1,2,0,"Brick Yard $6.00w","Washing",0,0,0
"2611",4,3,1,4,0,"Drayman $6 w","House Cleans",0,1,1
"2614",7,4,3,7,0,"Hod Carrier $6 w","Washing",0,2,0
"2615",8,3,5,8,0,"Book Maker","Dress Maker",0,0,3
"2617",3,1,2,3,0,"Jobbing $3.00w","Washing",0,0,0
"2619",5,2,3,0,5,"Carpenter $6.00 Wee","Washing $2.00 Wee",2,4,3
